houseCode,partner,province,municipality,barangay,img_house,_location_latitude,_location_longitude,_location_precision,meta/instanceID,_uuid,_submission_time
B_PH083746010_MER080,IFRC,Leyte,Tabontabon,Mering,1411455284977.jpg,11.05168486,124.9585322,3,uuid:ce50caa2-d226-4a1a-bd75-c50549925ee2,ce50caa2-d226-4a1a-bd75-c50549925ee2,2014-10-07T03:49:52
B_PH083746010_MER097,IFRC,Leyte,Tabontabon,Mering,1411455708439.jpg,11.05254001,124.9592558,3,uuid:9174ddc8-c579-4200-a741-75cfba7ea653,9174ddc8-c579-4200-a741-75cfba7ea653,2014-10-07T03:50:06
B_PH083746010_MER081,IFRC,Leyte,Tabontabon,Mering,1411456244747.jpg,11.05326858,124.9594558,3,uuid:02334295-081b-4c90-8485-a28261ed8d94,02334295-081b-4c90-8485-a28261ed8d94,2014-10-07T03:50:12
B_PH083746010_MER001,IFRC,Leyte,Tabontabon,Mering,1411442421658.jpg,11.03874352,124.9561034,5,uuid:15ac0a15-fd8c-40ab-9a5c-eca138bbc2a9,15ac0a15-fd8c-40ab-9a5c-eca138bbc2a9,2014-10-08T01:36:19
B_PH083706016_HI-00419,IFRC,Leyte,Barugo,Hilaba,1412315497948.jpg,11.30875932,124.7384895,4,uuid:28bc3253-defa-44d5-a5d5-27201fb79b2b,28bc3253-defa-44d5-a5d5-27201fb79b2b,2014-10-08T09:03:21
B_PH083706016_HI-00418,IFRC,Leyte,Barugo,Hilaba,1412316883063.jpg,11.30888844,124.738415,3,uuid:cb2a11df-3f34-45d6-ad24-de9daa50cce6,cb2a11df-3f34-45d6-ad24-de9daa50cce6,2014-10-08T09:03:25
B_PH083706016_HI-00425,IFRC,Leyte,Barugo,Hilaba,1412319954147.jpg,11.31097509,124.7403716,5,uuid:f9479c7a-7ab7-4c31-8fe9-839628fa24d6,f9479c7a-7ab7-4c31-8fe9-839628fa24d6,2014-10-08T09:03:30
B_PH083706016_HI-00438,IFRC,Leyte,Barugo,Hilaba,1412322802050.jpg,11.31460746,124.7386692,5,uuid:876e3a84-bf4a-453d-af2d-5a64e31c8d2d,876e3a84-bf4a-453d-af2d-5a64e31c8d2d,2014-10-08T09:03:35
B_PH083706016_HI-00443,IFRC,Leyte,Barugo,Hilaba,1412392749099.jpg,11.3047182,124.7408817,5,uuid:6ed51809-84bc-4701-bffa-351fe748d388,6ed51809-84bc-4701-bffa-351fe748d388,2014-10-08T09:03:42
B_PH083706016_HI-00423,IFRC,Leyte,Barugo,Hilaba,1412393312694.jpg,11.30500597,124.7408763,5,uuid:fbda8da1-c0a6-4c33-ba42-768a0569ee43,fbda8da1-c0a6-4c33-ba42-768a0569ee43,2014-10-08T09:03:48
B_PH083706016_HI-00407,IFRC,Leyte,Barugo,Hilaba,1412395292364.jpg,11.30570739,124.7412497,5,uuid:874a3c70-e6f9-46ea-8c7b-22385a5c9a8c,874a3c70-e6f9-46ea-8c7b-22385a5c9a8c,2014-10-08T09:03:56
B_PH083706016_HI-00406,IFRC,Leyte,Barugo,Hilaba,1412396046833.jpg,11.30668165,124.7409993,5,uuid:eff5fcdc-a98d-480d-941b-0f160e0c5a81,eff5fcdc-a98d-480d-941b-0f160e0c5a81,2014-10-08T09:04:00
B_PH083706016_HI-00411,IFRC,Leyte,Barugo,Hilaba,1412396994847.jpg,11.293245,124.7475502,5,uuid:5d13f313-9401-4386-ba99-435f45553c71,5d13f313-9401-4386-ba99-435f45553c71,2014-10-08T09:04:08
B_PH083706016_HI-00435,IFRC,Leyte,Barugo,Hilaba,1412404560909.jpg,11.31135078,124.7439463,5,uuid:028a129b-59c3-4faf-91df-bf6d570074f2,028a129b-59c3-4faf-91df-bf6d570074f2,2014-10-08T09:04:16
B_PH083706016_HI-00415,IFRC,Leyte,Barugo,Hilaba,1412405733678.jpg,11.31169054,124.7463198,4,uuid:e1e9aaee-0324-4793-be8f-6a0f654ee3ed,e1e9aaee-0324-4793-be8f-6a0f654ee3ed,2014-10-08T09:04:23
B_PH083706016_HI-00431,IFRC,Leyte,Barugo,Hilaba,1412728053343.jpg,11.31617742,124.7346823,4,uuid:69280d3e-b5fc-4df8-bc7f-cd3d5cccefd2,69280d3e-b5fc-4df8-bc7f-cd3d5cccefd2,2014-10-08T09:04:33
B_PH083706016_HI-00437,IFRC,Leyte,Barugo,Hilaba,1412731618299.jpg,11.31569472,124.7380846,5,uuid:6f24e913-42cc-43f4-8c3a-f5205449d0ce,6f24e913-42cc-43f4-8c3a-f5205449d0ce,2014-10-08T09:04:51
B_PH083706016_HI-00436,IFRC,Leyte,Barugo,Hilaba,1412731907486.jpg,11.3156418,124.7380817,5,uuid:6ce3569f-ba07-4c59-9305-ca7bb094f6cd,6ce3569f-ba07-4c59-9305-ca7bb094f6cd,2014-10-08T09:04:58
B_PH083706016_HI-00429,IFRC,Leyte,Barugo,Hilaba,1412732369256.jpg,11.3159633,124.7384927,5,uuid:00c276c0-897f-4eaa-98c4-de55a9f38f8c,00c276c0-897f-4eaa-98c4-de55a9f38f8c,2014-10-08T09:05:03
B_PH083706016_HI-00413,IFRC,Leyte,Barugo,Hilaba,1412732772422.jpg,11.31600722,124.7385064,5,uuid:ffa73a90-f57c-4a3f-bceb-ccc58470f1d9,ffa73a90-f57c-4a3f-bceb-ccc58470f1d9,2014-10-08T09:05:08
B_PH083706016_HI-00434,IFRC,Leyte,Barugo,Hilaba,1412733761225.jpg,11.31491706,124.7398074,4,uuid:947e5f53-be04-48e5-9049-f8e8777dcf01,947e5f53-be04-48e5-9049-f8e8777dcf01,2014-10-08T09:05:15
B_PH083706016_HI-00427,IFRC,Leyte,Barugo,Hilaba,1412734903067.jpg,11.31431266,124.7390917,5,uuid:a1830449-6817-4adb-b85d-e0c383168cd4,a1830449-6817-4adb-b85d-e0c383168cd4,2014-10-08T09:05:27
B_PH083706016_HI-00432,IFRC,Leyte,Barugo,Hilaba,1412751961961.jpg,11.30455356,124.740611,5,uuid:edcb5572-86ed-4a99-b7b8-c44670aabae4,edcb5572-86ed-4a99-b7b8-c44670aabae4,2014-10-08T09:05:34
B_PH083746013_1QUE075,IFRC,Leyte,Tabontabon,District I Poblacion,1411958317903.jpg,11.0395088,124.9615708,5,uuid:a8f8629a-aa1f-4f21-a41a-d8dd0fe5f350,a8f8629a-aa1f-4f21-a41a-d8dd0fe5f350,2014-10-08T09:35:19
B_PH083746006_CAP074,IFRC,Leyte,Tabontabon,Capahuan,1411969965682.jpg,11.05117814,124.9395958,5,uuid:ac24f5ba-dced-4ba1-866a-6ea0e36c4bd2,ac24f5ba-dced-4ba1-866a-6ea0e36c4bd2,2014-10-08T09:35:23
B_PH083746006_CAP018,IFRC,Leyte,Tabontabon,Capahuan,1411970379482.jpg,11.05135682,124.9397264,5,uuid:b5b541ae-c9ff-4f73-a9de-78a7d5793606,b5b541ae-c9ff-4f73-a9de-78a7d5793606,2014-10-08T09:35:29
B_PH083746006_CAP056,IFRC,Leyte,Tabontabon,Capahuan,1411971386691.jpg,11.05031536,124.9434251,5,uuid:cb9f17cb-4ef9-4a9e-b8c6-e5fc5545c696,cb9f17cb-4ef9-4a9e-b8c6-e5fc5545c696,2014-10-08T09:35:35
B_PH083746006_CAP001,IFRC,Leyte,Tabontabon,Capahuan,1411971687754.jpg,11.0505502,124.9422192,5,uuid:ab3deac3-a6e1-455d-910d-ac849e4cf00f,ab3deac3-a6e1-455d-910d-ac849e4cf00f,2014-10-08T09:35:44
B_PH083746006_CAP034,IFRC,Leyte,Tabontabon,Capahuan,1411972605459.jpg,11.05113217,124.9412953,5,uuid:098c5161-9a88-4f4f-aef5-2db884d1fd29,098c5161-9a88-4f4f-aef5-2db884d1fd29,2014-10-08T09:35:52
B_PH083746006_CAP037,IFRC,Leyte,Tabontabon,Capahuan,1411973350133.jpg,11.05421573,124.943139,4,uuid:dcca148a-2023-4b15-89e8-2c227b927a83,dcca148a-2023-4b15-89e8-2c227b927a83,2014-10-08T09:35:58
B_PH083746006_CAP035,IFRC,Leyte,Tabontabon,Capahuan,1411973739350.jpg,11.05409886,124.9444368,5,uuid:400867cd-9cdf-4c6c-9b54-f879398c7d29,400867cd-9cdf-4c6c-9b54-f879398c7d29,2014-10-08T09:36:03
B_PH083746006_CAP062,IFRC,Leyte,Tabontabon,Capahuan,1411974100185.jpg,11.0548536,124.9453514,4,uuid:f6ad3ecf-a091-4f34-b3db-0ef256cc652e,f6ad3ecf-a091-4f34-b3db-0ef256cc652e,2014-10-08T09:36:07
B_PH083706016_HI-00409,IFRC,Leyte,Barugo,Hilaba,1412314573748.jpg,11.30794745,124.7398629,5,uuid:79ffffde-765c-423a-8bc1-f66b2488d9e3,79ffffde-765c-423a-8bc1-f66b2488d9e3,2014-10-08T09:36:13
B_PH083706016_HI-00422,IFRC,Leyte,Barugo,Hilaba,1412316335053.jpg,11.30908539,124.7383898,4,uuid:cb759885-6f15-4096-9c00-c455f70747fc,cb759885-6f15-4096-9c00-c455f70747fc,2014-10-08T09:36:25
B_PH083706016_HI-00399,IFRC,Leyte,Barugo,Hilaba,1412317985898.jpg,11.3087778,124.7414478,5,uuid:9161fa79-7047-4c7d-b158-76aa19e42982,9161fa79-7047-4c7d-b158-76aa19e42982,2014-10-08T09:36:32
B_PH083706016_HI-00430,IFRC,Leyte,Barugo,Hilaba,1412319182502.jpg,11.31033799,124.7408795,5,uuid:f6ad5209-c25d-4070-b4f4-b93f9ceb115e,f6ad5209-c25d-4070-b4f4-b93f9ceb115e,2014-10-08T09:36:40
B_PH083706016_HI-00439,IFRC,Leyte,Barugo,Hilaba,1412322152723.jpg,11.31495814,124.7389647,5,uuid:61fc9738-9472-43db-8f79-bfd43e46b799,61fc9738-9472-43db-8f79-bfd43e46b799,2014-10-08T09:36:46
B_PH083706016_HI-00405,IFRC,Leyte,Barugo,Hilaba,1412394581995.jpg,11.30556311,124.7410158,5,uuid:fd09db5d-b0fe-4a32-be47-5f4f3a0de5f2,fd09db5d-b0fe-4a32-be47-5f4f3a0de5f2,2014-10-08T09:36:54
B_PH083706016_HI-00440,IFRC,Leyte,Barugo,Hilaba,1412726604287.jpg,11.31687463,124.7353267,5,uuid:8f692efa-16dd-421d-a9cb-55b4a2f81ed8,8f692efa-16dd-421d-a9cb-55b4a2f81ed8,2014-10-08T09:36:59
B_PH083706016_HI-00426,IFRC,Leyte,Barugo,Hilaba,1412729807257.jpg,11.31517712,124.7345288,5,uuid:ad549616-b41f-4a27-9ed9-85ca5df353b2,ad549616-b41f-4a27-9ed9-85ca5df353b2,2014-10-08T09:37:03
B_PH083706016_HI-00416,IFRC,Leyte,Barugo,Hilaba,1412730353579.jpg,11.31664397,124.7362711,5,uuid:a5e59bb6-5e62-42e5-8586-d865c97283f6,a5e59bb6-5e62-42e5-8586-d865c97283f6,2014-10-08T09:37:07
B_PH083706016_HI-00400,IFRC,Leyte,Barugo,Hilaba,1412730726917.jpg,11.3166711,124.7362128,4,uuid:dcbe2b33-14f2-479a-af7c-f93d23db1d68,dcbe2b33-14f2-479a-af7c-f93d23db1d68,2014-10-08T09:37:10
B_PH083706016_HI-00401,IFRC,Leyte,Barugo,Hilaba,1412731036345.jpg,11.31666517,124.736126,4,uuid:e9f12c2d-4622-41c9-8530-59f3e45ea1c3,e9f12c2d-4622-41c9-8530-59f3e45ea1c3,2014-10-08T09:37:16
B_PH083706016_HI-00412,IFRC,Leyte,Barugo,Hilaba,1412736986986.jpg,11.31136369,124.7439458,5,uuid:470c7eb4-b8ae-4f55-8610-6160776f5ff0,470c7eb4-b8ae-4f55-8610-6160776f5ff0,2014-10-08T09:37:26
B_PH083706016_HI-00404,IFRC,Leyte,Barugo,Hilaba,1412737959140.jpg,11.30794919,124.7440402,4,uuid:add2760b-3bbe-448a-8639-3b49fdf7af56,add2760b-3bbe-448a-8639-3b49fdf7af56,2014-10-08T09:37:35
B_PH083706016_HI-00424,IFRC,Leyte,Barugo,Hilaba,1412738972420.jpg,11.31086846,124.7403108,5,uuid:ca087729-0266-448c-97b4-cc4a2316e42f,ca087729-0266-448c-97b4-cc4a2316e42f,2014-10-08T09:37:44
B_PH083706016_HI-00402,IFRC,Leyte,Barugo,Hilaba,1412740123239.jpg,11.3160528,124.7359804,5,uuid:b2ba5784-68ad-4e72-bd9c-ad45af64ab87,b2ba5784-68ad-4e72-bd9c-ad45af64ab87,2014-10-08T09:37:54
B_PH083706016_HI-00403,IFRC,Leyte,Barugo,Hilaba,1412746131086.jpg,11.31003576,124.7406139,5,uuid:85b4e048-8b00-45a5-9f79-7f1317f92263,85b4e048-8b00-45a5-9f79-7f1317f92263,2014-10-08T09:38:00
B_PH083706016_HI-00410,IFRC,Leyte,Barugo,Hilaba,1412747763004.jpg,11.30893193,124.7414887,5,uuid:f68d97c8-f4b8-4784-ba19-98ef79f0af98,f68d97c8-f4b8-4784-ba19-98ef79f0af98,2014-10-08T09:38:07
B_PH083706016_HI-00417,IFRC,Leyte,Barugo,Hilaba,1412748378200.jpg,11.3096875,124.7390095,4,uuid:32a710be-9da8-482b-83b4-6559c65d3d16,32a710be-9da8-482b-83b4-6559c65d3d16,2014-10-08T09:38:13
B_PH083706016_HI-00433,IFRC,Leyte,Barugo,Hilaba,1412749096600.jpg,11.30862279,124.7393163,5,uuid:136de752-d465-4206-9cd4-343981cc57c8,136de752-d465-4206-9cd4-343981cc57c8,2014-10-08T09:38:17
B_PH083706016_HI-00441,IFRC,Leyte,Barugo,Hilaba,1412749640342.jpg,11.30768144,124.7410605,5,uuid:9a273f6c-d485-4406-aed8-0182db4e3f1e,9a273f6c-d485-4406-aed8-0182db4e3f1e,2014-10-08T09:38:21
B_PH083706016_HI-00408,IFRC,Leyte,Barugo,Hilaba,1412750382071.jpg,11.30597906,124.7417335,5,uuid:9218bb49-f61e-4aa9-89c5-ea10f27b13bb,9218bb49-f61e-4aa9-89c5-ea10f27b13bb,2014-10-08T09:38:29
B_PH083706016_HI-00420,IFRC,Leyte,Barugo,Hilaba,1412750910789.jpg,11.30556764,124.7410403,5,uuid:d204a42b-0c29-4dad-a5bc-43140681af77,d204a42b-0c29-4dad-a5bc-43140681af77,2014-10-08T09:38:39
A_PH175309009_Sw001,Swiss Red Cross,Palawan,Coron,Decalachao,1412730164541.jpg,12.15112635,120.0914914,4,uuid:a223dcb0-1879-4e6c-a86b-f0733afe99ee,a223dcb0-1879-4e6c-a86b-f0733afe99ee,2014-10-10T08:24:01
A_PH175309009_Sw003,Swiss Red Cross,Palawan,Coron,Decalachao,1412732471114.jpg,12.15187314,120.0893401,6,uuid:254d0fd7-fe88-4ff4-b844-234ebf388112,254d0fd7-fe88-4ff4-b844-234ebf388112,2014-10-10T08:40:53
A_PH175309009_Sw002,Swiss Red Cross,Palawan,Coron,Decalachao,1412840103466.jpg,12.15303637,120.0890277,6,uuid:96335538-ad3e-454d-8520-9db16647aef5,96335538-ad3e-454d-8520-9db16647aef5,2014-10-10T08:57:42
